,Companies,Jobs,Locations,Easy_Apply,Rating,Summary
605,Advaiya,Fullstack DevOps Engineer – Business Intelligence / Data Warehouse,"Seattle, WA",Not Easy Apply,4.0," Solid understanding of data warehouse principles and multi-dimensional data modeling concepts, source to target mapping and data integration architecture."
606,"Amazon.com Services, Inc.",Redshift Autonomous Data Warehouse - Software Development Engineer,"Seattle, WA",Not Easy Apply,3.6," Experience with large-scale data analytics and data warehousing is a plus. Masters or PhD in Computer Science. In this role, you will have responsibility for:"
607,Twitter,Sr. Machine Learning Engineer - Home Timeline,"Seattle, WA",Not Easy Apply,4.1," Realizing this involves work in areas such as machine learning, applied data science, recommendation systems, information retrieval systems, natural language…"
608,"Amazon.com Services, Inc.",Sr. Business Analyst,"Seattle, WA",Not Easy Apply,3.6," Bachelor's Degree in Math, Statistics, Economics, Data Science, Computer Science, Business Analytics or similar."
609,DocuSign,Senior Data Warehouse Engineer,"Seattle, WA",Not Easy Apply,3.7," Bachelor's Degree in Computer Science, Data Analytics, Information Systems, or equivalent. During a typical day, the Senior Data Warehouse Engineer will spend…"
610,Aptly Technology,Senior Lead Data Scientist,"Bellevue, WA",Not Easy Apply,," BA / BS or Master degree with emphasis on coursework of a quantitative nature (e.g., statistics, computer science, engineering, mathematics, data sciences)."
611,PayScale,"Lead Software Engineer, Data Engineering","Seattle, WA",Easy Apply,3.8," We build data pipelines, run a data warehouse, and support the productization of our data. This team focuses on making possible fast, accurate, and reliable…"
612,"Amazon.com Services, Inc.",Senior Applied Scientist - Machine Learning,"Bellevue, WA",Not Easy Apply,3.6," PhD in Computer Science, Mathematics, Statistics, or other quantitative field with exposure to statistical modeling and machine learning."
613,Apple,"Siri- Sr. Machine Learning Engineer, Media Domains","Seattle, WA",Not Easy Apply,4.2," Experience working with large, real world data. BS/MS degree in Computer Science or equivalent degree/experience."
614,eSentire,"Manager, Machine Learning Engineering","Seattle, WA",Not Easy Apply,4.1, The Machine Learning Engineering team at eSentire works with data scientists and subject matter experts to develop data and software solutions to whatever…
615,Sift,"Senior Software Engineer, Data Science Infrastructure","Seattle, WA",Easy Apply,4.3, The Data Science Infrastructure team owns the tools that empower the development of new machine learning models and data intelligence at Sift.
616,Microsoft,Research Intern - Security of Machine Learning Systems,"Redmond, WA",Not Easy Apply,4.2, Security of ML systems Internship: Adversarial Attacks and Robust AI. Microsoft Research seeks exceptional interns working at the intersection of machine…
617,"Amazon.com Services, Inc.","Sr. Manager of Analytics and Data Science, Direct Fulfillment","Seattle, WA",Not Easy Apply,3.6," 2+ years of experience managing teams of Machine Learning, and or Data Science professionals. Experience using AWS services for data analytics (i.e., Redshift,…"
618,"Amazon.com Services, Inc.",Senior Data Scientist - AWS Global Infrastructure,"Seattle, WA",Not Easy Apply,3.6, Experienced in using multiple data science methodologies to solve complex business problems. Experience building complex data visualization.
619,"Amazon.com Services, Inc.",SDE - Prime Video Personalization: Machine Learning and Distributed Systems,"Seattle, WA",Not Easy Apply,3.6," Bachelor's Degree in Computer Science or related field. Successful candidates for this position will have a background in Java, C++, or C# and ideally have some…"
620,"Amazon.com Services, Inc.",Applied Scientist - Machine Learning / Computer Vision,"Bellevue, WA",Not Easy Apply,3.6," PhD in Computer Science, Mathematics, Statistics, or other quantitative field with exposure to statistical modeling and machine learning."
621,Zillow Group,Senior Machine Learning Engineer,"Seattle, WA",Not Easy Apply,3.8, The Search and Conversational AI Team owns the full search stack from auto complete to query understanding to retrieval and ranking.
622,Infoblox,Senior Big Data Engineer,"Tacoma, WA",Not Easy Apply,3.6," Expand and grow data platform capabilities to solve new data problems and challenges. Apply complex big data concepts with a focus on collecting, parsing,…"
623,Bulletproof 360,Senior Product Development Scientist,"Seattle, WA",Not Easy Apply,1.0, Knowledge and data management and sharing skills. Develop data and recommendations for supplement and nutritional facts panel content.
624,Blink Health,Senior Data Engineer,"Seattle, WA",Easy Apply,5.0," Python, building data pipelines, and managing data at multiple companies. As the senior software engineer for data, you will be a thought leader within the data…"
625,"Amazon.com Services, Inc.",Data Engineer II (L5) - Business Data Technologies,"Seattle, WA",Not Easy Apply,3.6," Implement data ingestion routines both real time and batch using best practices in data modeling, ETL/ELT processes leveraging AWS technologies and Big data…"
626,Expedia.com,Senior Cloud Data Security Engineer,"Bellevue, WA",Not Easy Apply,3.9, DSP – Data Services and Platforms. Principally responsible for the security design of DSP’s enterprise data strategy.
627,"Amazon.com Services, Inc.","Data Engineer - SCAR team, supporting Global Specialty Fulfillment","Seattle, WA",Not Easy Apply,3.6," It involves design and development of automated data pipelines, sophisticated analytical model and intuitive data visualization."
628,Facebook,Machine Learning Engineer – Integrity and Anti-Abuse,"Seattle, WA",Not Easy Apply,4.2, Experience performing data analysis and translating the results into business recommendations. Develop highly scalable classifiers and tools leveraging machine…
629,"CompuNet, Inc.",Senior Systems Engineer - Data Center,"Seattle, WA",Not Easy Apply,, Provide Subject Matter Expert (SME) level expertise to our clients on one or more distinct data center functional areas - this includes; computer hardware and…
630,Zillow,"Manager, Machine Learning Engineering","Seattle, WA",Not Easy Apply,3.8," Experience building data pipelines with distributed processing frameworks (e.g., Apache Spark). We are a collaborative team of applied scientists, machine…"
631,Amperity,"Software Engineer, Machine Learning","Seattle, WA",Easy Apply,," 2+ years software development experience with highly scalable systems involving machine learning or big data. When faced with a hurdle, we jump."
632,"Amazon.com Services, Inc.","Senior Data Scientist, Amazon Devices","Seattle, WA",Not Easy Apply,3.6, 6+ years of experience working in data science. 10+ years of experience working in data science. This role will be a key member of a Science and Data technology…
633,L&T Technology Services Ltd.,Big Data Engineer (Telecom - Data Engineer 2),"Bellevue, WA",Not Easy Apply,4.0," Production support, job scheduling/monitoring, ETL data quality, data freshness reporting. Loading from disparate data sets. by leveraging various big data…"
634,Smartsheet,Senior Software Development Engineer - Data Science & ML,"Bellevue, WA",Easy Apply,4.6, We are looking for our next Senior Software Development Engineer - Data Science & ML (Senior SDE) to play a lead role in developing machine learning-powered…
635,Apple,Research Program Manager - Machine Learning,"Seattle, WA",Not Easy Apply,4.2, MS/PhD in Computer Science or related technical field. Imagine what you could do here. Apple’s AI/ML organization is looking for a Research Program Manager to…
636,Seen by Indeed,Data Warehouse Engineer,"Seattle, WA",Not Easy Apply,,
637,Seen by Indeed,Data Engineer,"Seattle, WA",Easy Apply,,
638,Big Fish Games,Senior Data Analyst,"Seattle, WA",Not Easy Apply,3.6," The Data Science team is looking for a talented Lead Data Analyst to extract insights from player data, build visualizations that tell a story, partner with the…"
639,Gee Whiz,Business Intelligence Analyst,"Orondo, WA",Easy Apply,," 2+ years of relevant experience in a report development, data science, business analytics, business intelligence or comparable data engineering role, including…"
640,Indeed,Business Intelligence Analyst,"Seattle, WA",Easy Apply,4.4," 3+ years of Industry experience in a report development, data science, business analytics, business intelligence or comparable data engineering role, including…"
641,Tredence Inc.,Data Scientist / Data Analytics,"Seattle, WA",Easy Apply,," Data analytics: 3 years (Preferred). We are looking for Data Scientist in Seattle, WA. for our company (Tredence). Hope you are doing well.*."
642,red violet,Data Scientist,"Seattle, WA",Easy Apply,2.0, Develop ETL systems and data pipelines to interface new data assets with our proprietary distributed data processing platform.
643,Triplebyte,Machine Learning Engineer,"Seattle, WA",Easy Apply,," For any company building software, this is crucial for success. Fields your work will touch on*. We have a novel dataset of candidate profiles and interview…"
